series_id        	year	period	       value	footnote_codes
CUSR0000SA0      	2010	M12	     220.472	
CUSR0000SA0      	2011	M01	     221.187	
CUSR0000SA0      	2011	M02	     221.898	
CUSR0000SA0      	2011	M03	     223.046	
CUSR0000SA0      	2011	M04	     224.093	
CUSR0000SA0      	2011	M05	     224.806	
CUSR0000SA0      	2011	M06	     224.806	
CUSR0000SA0      	2011	M07	     225.395	
CUSR0000SA0      	2011	M08	     226.106	
CUSR0000SA0      	2011	M09	     226.597	
CUSR0000SA0      	2011	M10	     226.750	
CUSR0000SA0      	2011	M11	     227.169	
CUSR0000SA0      	2011	M12	     227.223	
CUSR0000SA0      	2012	M01	     227.842	
CUSR0000SA0      	2012	M02	     228.329	
CUSR0000SA0      	2012	M03	     228.807	
CUSR0000SA0      	2012	M04	     229.187	
CUSR0000SA0      	2012	M05	     228.713	
CUSR0000SA0      	2012	M06	     228.524	
CUSR0000SA0      	2012	M07	     228.590	
CUSR0000SA0      	2012	M08	     229.918	
CUSR0000SA0      	2012	M09	     231.015	
CUSR0000SA0      	2012	M10	     231.638	
CUSR0000SA0      	2012	M11	     231.249	
CUSR0000SA0      	2012	M12	     231.221	
CUSR0000SA0      	2013	M01	     231.679	
CUSR0000SA0      	2013	M02	     232.937	
CUSR0000SA0      	2013	M03	     232.282	
CUSR0000SA0      	2013	M04	     231.797	
CUSR0000SA0      	2013	M05	     231.893	
CUSR0000SA0      	2013	M06	     232.445	
CUSR0000SA0      	2013	M07	     232.900	
CUSR0000SA0      	2013	M08	     233.456	
CUSR0000SA0      	2013	M09	     233.544	
CUSR0000SA0      	2013	M10	     233.669	
CUSR0000SA0      	2013	M11	     234.100	
CUSR0000SA0      	2013	M12	     234.719	
CUSR0000SA0      	2014	M01	     235.288	
CUSR0000SA0      	2014	M02	     235.547	
CUSR0000SA0      	2014	M03	     236.028	
CUSR0000SA0      	2014	M04	     236.468	
CUSR0000SA0      	2014	M05	     236.918	
CUSR0000SA0      	2014	M06	     237.231	
CUSR0000SA0      	2014	M07	     237.498	
CUSR0000SA0      	2014	M08	     237.460	
CUSR0000SA0      	2014	M09	     237.477	
CUSR0000SA0      	2014	M10	     237.430	
CUSR0000SA0      	2014	M11	     236.983	
CUSR0000SA0      	2014	M12	     236.252	
CUSR0000SA0      	2015	M01	     234.747	
CUSR0000SA0      	2015	M02	     235.342	
CUSR0000SA0      	2015	M03	     235.976	
CUSR0000SA0      	2015	M04	     236.222	
CUSR0000SA0      	2015	M05	     237.001	
CUSR0000SA0      	2015	M06	     237.657	
CUSR0000SA0      	2015	M07	     238.034	
CUSR0000SA0      	2015	M08	     238.033	
CUSR0000SA0      	2015	M09	     237.498	
CUSR0000SA0      	2015	M10	     237.733	
CUSR0000SA0      	2015	M11	     238.017	
CUSR0000SA0      	2015	M12	     237.761	
CUSR0000SA0      	2016	M01	     237.827	
CUSR0000SA0      	2016	M02	     237.514	
CUSR0000SA0      	2016	M03	     237.990	
CUSR0000SA0      	2016	M04	     238.835	
CUSR0000SA0      	2016	M05	     239.440	
CUSR0000SA0      	2016	M06	     240.144	
CUSR0000SA0      	2016	M07	     240.111	
CUSR0000SA0      	2016	M08	     240.595	
CUSR0000SA0      	2016	M09	     241.068	
CUSR0000SA0      	2016	M10	     241.641	
CUSR0000SA0      	2016	M11	     241.993	
CUSR0000SA0      	2016	M12	     242.712	
CUSR0000SA0      	2017	M01	     243.717	
CUSR0000SA0      	2017	M02	     244.028	
CUSR0000SA0      	2017	M03	     243.721	
CUSR0000SA0      	2017	M04	     244.058	
CUSR0000SA0      	2017	M05	     243.926	
CUSR0000SA0      	2017	M06	     244.179	
CUSR0000SA0      	2017	M07	     244.328	
CUSR0000SA0      	2017	M08	     245.304	
CUSR0000SA0      	2017	M09	     246.445	
CUSR0000SA0      	2017	M10	     246.570	
CUSR0000SA0      	2017	M11	     247.333	
CUSR0000SA0      	2017	M12	     247.847	
CUSR0000SA0      	2018	M01	     248.816	
CUSR0000SA0      	2018	M02	     249.475	
CUSR0000SA0      	2018	M03	     249.413	
CUSR0000SA0      	2018	M04	     249.957	
CUSR0000SA0      	2018	M05	     250.640	
CUSR0000SA0      	2018	M06	     251.176	
CUSR0000SA0      	2018	M07	     251.482	
CUSR0000SA0      	2018	M08	     251.905	
CUSR0000SA0      	2018	M09	     252.261	
CUSR0000SA0      	2018	M10	     252.777	
CUSR0000SA0      	2018	M11	     252.662	
CUSR0000SA0      	2018	M12	     252.653	
CUSR0000SA0      	2019	M01	     252.550	
CUSR0000SA0      	2019	M02	     253.181	
CUSR0000SA0      	2019	M03	     254.095	
CUSR0000SA0      	2019	M04	     254.943	
CUSR0000SA0      	2019	M05	     255.167	
CUSR0000SA0      	2019	M06	     255.402	
CUSR0000SA0      	2019	M07	     256.087	
CUSR0000SA0      	2019	M08	     256.294	
CUSR0000SA0      	2019	M09	     256.593	
CUSR0000SA0      	2019	M10	     257.229	
CUSR0000SA0      	2019	M11	     257.824	
CUSR0000SA0      	2019	M12	     258.444	
CUSR0000SA0      	2020	M01	     258.820	
CUSR0000SA0      	2020	M02	     259.050	
CUSR0000SA0      	2020	M03	     257.953	
CUSR0000SA0      	2020	M04	     255.902	
CUSR0000SA0      	2020	M05	     255.768	
CUSR0000SA0      	2020	M06	     257.214	
CUSR0000SA0      	2020	M07	     258.723	
CUSR0000SA0      	2020	M08	     259.681
